#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MED19	RP20_CCG000613	7160.A0A182H615	7160.A0A182G1E4	0	0	0	0	0.117	0.356	0.278	0.235	0.643
MED19	RP20_CCG003196	7160.A0A182H615	7160.A0A182G573	0	0	0	0	0	0.393	0.209	0.073	0.516
MED19	RP20_CCG012306	7160.A0A182H615	7160.A0A182GM48	0	0	0	0	0	0.942	0.633	0.526	0.989
RP20_CCG000039	RP20_CCG013225	7160.A0A182GSA0	7160.A0A182GP17	0	0	0	0	0.108	0	0.619	0.201	0.704
RP20_CCG000039	RP20_CCG022841	7160.A0A182GSA0	7160.A0A182H6P5	0	0	0	0	0	0.497	0.477	0.165	0.761
RP20_CCG000070	RP20_CCG004030	7160.A0A182G0L9	7160.A0A023ED66	0	0	0	0	0.143	0.587	0	0.051	0.634
RP20_CCG000070	RP20_CCG024828	7160.A0A182G0L9	7160.A0A182H9P7	0	0	0	0	0.052	0.396	0	0	0.402
RP20_CCG000070	RP20_CCG008130	7160.A0A182G0L9	7160.A0A182GDP6	0.077	0	0	0	0.184	0	0.318	0.148	0.503
RP20_CCG000070	RP20_CCG008046	7160.A0A182G0L9	7160.A0A182GDI3	0.111	0	0	0	0.042	0.071	0.510	0.104	0.589
RP20_CCG000070	RP20_CCG021775	7160.A0A182G0L9	7160.A0A182H4X0	0	0	0	0	0.174	0.408	0.276	0.049	0.618
RP20_CCG000070	RP20_CCG022027	7160.A0A182G0L9	7160.A0A182H5B7	0.111	0	0	0	0.352	0.092	0.510	0.271	0.779
RP20_CCG000101	RP20_CCG015609	7160.A0A182G0N5	7160.A0A182GTQ3	0	0	0	0	0	0.527	0.111	0.128	0.601
RP20_CCG000121	RP20_CCG025494	7160.A0A182G0Q0	7160.A0A023EPY3	0.078	0	0	0	0.046	0.110	0	0.527	0.580
RP20_CCG000121	RP20_CCG008228	7160.A0A182G0Q0	7160.A0A182GDW5	0	0	0	0	0	0	0	0.451	0.451
RP20_CCG000121	RP20_CCG015997	7160.A0A182G0Q0	7160.A0A182GUI2	0.280	0	0	0	0	0	0.173	0.594	0.737
RP20_CCG000245	RP20_CCG013710	7160.A0A182G0U6	7160.A0A182GQ07	0	0	0	0	0	0.201	0.295	0.092	0.443
RP20_CCG000245	RP20_CCG008879	7160.A0A182G0U6	7160.A0A182GF70	0	0.476	0	0	0	0.056	0.900	0.259	0.958
RP20_CCG000408	RP20_CCG002974	7160.A0A182G134	7160.A0A182G4U8	0	0	0	0	0.050	0	0.297	0.181	0.405
RP20_CCG000408	RP20_CCG008228	7160.A0A182G134	7160.A0A182GDW5	0	0	0	0	0	0	0	0.436	0.436
RP20_CCG000408	RP20_CCG014290	7160.A0A182G134	7160.A0A182GR75	0	0	0	0	0.108	0	0.373	0.092	0.447
RP20_CCG000408	RP20_CCG009737	7160.A0A182G134	7160.A0A182GH02	0	0	0	0	0.050	0	0.366	0.181	0.463
RP20_CCG000408	RP20_CCG006156	7160.A0A182G134	7160.A0A182GA53	0.056	0	0	0	0.067	0.260	0.102	0.260	0.487
RP20_CCG000408	RP20_CCG006899	7160.A0A182G134	7160.A0A182GBE2	0.056	0	0	0	0.098	0.145	0.102	0.379	0.520
RP20_CCG000408	RP20_CCG020703	7160.A0A182G134	7160.A0A182H338	0	0	0	0	0.125	0.064	0.580	0.125	0.658
RP20_CCG000408	RP20_CCG004593	7160.A0A182G134	7160.A0A182G7F0	0.111	0	0	0	0.122	0.071	0.421	0.453	0.728
RP20_CCG000408	RP20_CCG023468	7160.A0A182G134	7160.A0A182H7L6	0	0	0	0	0.232	0.492	0.502	0.518	0.893
RP20_CCG000432	RP20_CCG018285	7160.A0A182G149	7160.A0A182GYQ3	0	0	0.420	0	0	0	0	0	0.420
RP20_CCG000613	RP20_CCG013225	7160.A0A182G1E4	7160.A0A182GP17	0	0	0	0	0	0.046	0.316	0.155	0.400
RP20_CCG000613	RP20_CCG018227	7160.A0A182G1E4	7160.A0A182GYL1	0	0	0	0	0	0	0.282	0.303	0.478
RP20_CCG000613	RP20_CCG012306	7160.A0A182G1E4	7160.A0A182GM48	0	0	0	0	0	0.413	0.278	0.136	0.601
RP20_CCG000617	RP20_CCG020474	7160.A0A182G1E7	7160.A0A182H2N1	0	0	0	0	0.044	0.052	0.376	0.259	0.524
RP20_CCG000617	RP20_CCG012728	7160.A0A182G1E7	7160.A0A182GMZ4	0	0	0	0	0.072	0.122	0.900	0.456	0.949
RP20_CCG000723	RP20_CCG002728	7160.A0A182G1I1	7160.A0A182G4H0	0	0	0	0	0.043	0.264	0.211	0.071	0.414
RP20_CCG000723	RP20_CCG009707	7160.A0A182G1I1	7160.A0A182GGX8	0	0	0	0	0	0	0	0.454	0.454
RP20_CCG000855	RP20_CCG016021	7160.A0A182G1N5	7160.A0A182GUJ6	0	0	0	0	0.048	0.504	0.216	0.170	0.651
RP20_CCG000983	RP20_CCG024857	7160.A0A182G1U3	7160.A0A182H9R2	0	0	0	0	0	0	0	0.422	0.422
RP20_CCG000983	RP20_CCG012705	7160.A0A182G1U3	7160.A0A182GMX7	0	0	0	0	0.042	0.061	0	0.527	0.537
RP20_CCG001108	RP20_CCG013111	7160.A0A182G204	7160.A0A023EFH1	0	0	0	0	0	0.428	0	0.156	0.496
RP20_CCG001108	RP20_CCG001475	7160.A0A182G204	7160.A0A182G2J8	0	0	0	0	0	0.173	0.265	0.116	0.415
RP20_CCG001108	RP20_CCG015568	7160.A0A182G204	7160.A0A182GTM7	0	0	0	0	0.052	0.173	0.265	0.116	0.422
RP20_CCG001269	RP20_CCG001505	7160.A0A182G2A3	7160.A0A182G2L9	0	0	0	0	0.155	0.084	0.407	0.172	0.569
RP20_CCG001317	RP20_CCG001707	7160.A0A182G9V6	7160.A0A182G2Y4	0	0	0	0	0.245	0.052	0	0.233	0.403
RP20_CCG001317	RP20_CCG002759	7160.A0A182G9V6	7160.A0A182G4J4	0.066	0	0	0	0.196	0	0.312	0.135	0.493
RP20_CCG001317	RP20_CCG008617	7160.A0A182G9V6	7160.A0A182GEP3	0.054	0	0	0	0.414	0	0.236	0.259	0.644
RP20_CCG001475	RP20_CCG009017	7160.A0A182G2J8	7160.A0A023EE18	0	0	0	0	0	0	0	0.419	0.418
RP20_CCG001505	RP20_CCG022524	7160.A0A182G2L9	7160.A0A182H657	0	0	0	0	0	0.196	0.291	0.133	0.462
RP20_CCG001505	RP20_CCG023047	7160.A0A182G2L9	7160.A0A182H6Y9	0	0	0	0	0	0.196	0.291	0.133	0.462
RP20_CCG001521	RP20_CCG002028	7160.A0A182G2M7	7160.A0A182G3B9	0	0	0	0	0.087	0	0	0.433	0.460
RP20_CCG001549	RP20_CCG020280	7160.A0A182G2N5	7160.A0A182H296	0	0	0	0	0.103	0.076	0	0.383	0.443
RP20_CCG001549	RP20_CCG016099	7160.A0A182G2N5	7160.A0A182GUQ1	0	0	0	0	0	0.218	0.276	0.101	0.446
RP20_CCG001549	RP20_CCG018905	7160.A0A182G2N5	7160.A0A182GZU3	0	0	0	0	0	0	0	0.527	0.527
RP20_CCG001549	RP20_CCG015087	7160.A0A182G2N5	7160.A0A182GSS4	0	0	0	0	0	0	0.505	0.098	0.534
RP20_CCG001549	RP20_CCG003235	7160.A0A182G2N5	7160.A0A182G593	0	0	0	0	0	0.590	0.298	0.271	0.771
RP20_CCG001549	RP20_CCG014226	7160.A0A182G2N5	7160.A0A182GR17	0	0	0	0	0.071	0.621	0	0.415	0.776
RP20_CCG001556	RP20_CCG009707	7160.A0A182G2N8	7160.A0A182GGX8	0	0	0	0	0	0.056	0.393	0.053	0.409
RP20_CCG001556	RP20_CCG005741	7160.A0A182G2N8	7160.A0A182G9G7	0	0.613	0	0.557	0.076	0.121	0.261	0	0.736
RP20_CCG001556	RP20_CCG013225	7160.A0A182G2N8	7160.A0A182GP17	0	0	0	0	0.069	0.804	0.555	0.380	0.942
RP20_CCG001575	RP20_CCG003006	7160.A0A182G2Q0	7160.A0A182G4X0	0	0	0	0	0	0.115	0	0.449	0.491
RP20_CCG001575	RP20_CCG008334	7160.A0A182G2Q0	7160.A0A182GE35	0	0	0	0	0	0	0	0.493	0.493
RP20_CCG001575	RP20_CCG028181	7160.A0A182G2Q0	7160.A0A182HEW6	0	0	0	0	0	0.309	0.292	0.087	0.514
RP20_CCG001575	RP20_CCG024102	7160.A0A182G2Q0	7160.A0A182H8J7	0	0	0	0	0	0.657	0.940	0.406	0.986
RP20_CCG001576	RP20_CCG016093	7160.A0A182G2Q1	7160.A0A023EKS2	0	0	0	0	0.127	0.071	0.662	0	0.701
RP20_CCG001576	RP20_CCG018204	7160.A0A182G2Q1	7160.A0A182GYJ6	0	0	0	0	0.339	0	0	0.157	0.418
RP20_CCG001576	RP20_CCG019603	7160.A0A182G2Q1	7160.A0A182H146	0	0	0	0	0	0	0	0.527	0.527
RP20_CCG001576	RP20_CCG013415	7160.A0A182G2Q1	7160.A0A182GPF1	0	0	0	0	0.179	0.140	0	0.446	0.574
RP20_CCG001576	RP20_CCG020979	7160.A0A182G2Q1	7160.A0A182H3K3	0	0	0	0	0.209	0	0.505	0.157	0.641
RP20_CCG001576	RP20_CCG011270	7160.A0A182G2Q1	7160.A0A182GK16	0	0	0	0	0.083	0	0.617	0.568	0.835
RP20_CCG001576	RP20_CCG027115	7160.A0A182G2Q1	7160.A0A182HDC1	0	0	0	0	0.067	0.090	0.656	0.528	0.843
RP20_CCG001576	RP20_CCG010567	7160.A0A182G2Q1	7160.A0A182GIN2	0	0	0	0	0	0.237	0.665	0.564	0.878
RP20_CCG001576	RP20_CCG012454	7160.A0A182G2Q1	7160.A0A182GMD7	0	0	0	0	0.164	0.852	0.858	0.594	0.991
RP20_CCG001707	RP20_CCG003006	7160.A0A182G2Y4	7160.A0A182G4X0	0	0	0	0	0	0	0.445	0.124	0.493
RP20_CCG001881	RP20_CCG026399	7160.A0A182G352	7160.A0A023EJK9	0	0	0	0	0	0.453	0	0.233	0.562
RP20_CCG001881	RP20_CCG009226	7160.A0A182G352	7160.A0A182GFX2	0	0	0	0	0.173	0.122	0.386	0.153	0.571
RP20_CCG001881	RP20_CCG013225	7160.A0A182G352	7160.A0A182GP17	0	0	0	0	0	0.125	0.119	0.528	0.604
RP20_CCG002028	RP20_CCG023467	7160.A0A182G3B9	7160.A0A023EID3	0	0	0	0	0.077	0.207	0.390	0.172	0.580
RP20_CCG002028	RP20_CCG026399	7160.A0A182G3B9	7160.A0A023EJK9	0	0	0	0	0	0.569	0.364	0.233	0.771
RP20_CCG002028	RP20_CCG011270	7160.A0A182G3B9	7160.A0A182GK16	0	0	0	0	0.085	0.057	0.365	0	0.404
RP20_CCG002028	RP20_CCG028181	7160.A0A182G3B9	7160.A0A182HEW6	0	0	0	0	0.065	0.141	0.285	0.098	0.412
RP20_CCG002028	RP20_CCG003235	7160.A0A182G3B9	7160.A0A182G593	0	0	0	0	0	0	0.386	0.131	0.443
RP20_CCG002028	RP20_CCG004770	7160.A0A182G3B9	7160.A0A182G7R5	0	0	0	0	0.087	0	0	0.433	0.460
RP20_CCG002028	RP20_CCG021504	7160.A0A182G3B9	7160.A0A182H4G7	0	0	0	0	0.096	0.097	0.373	0.092	0.473
RP20_CCG002131	RP20_CCG020920	7160.A0A182G3H6	7160.A0A023EQE1	0	0	0	0	0.083	0.623	0	0.098	0.660
RP20_CCG002131	RP20_CCG010567	7160.A0A182G3H6	7160.A0A182GIN2	0	0	0	0	0	0.055	0	0.467	0.474
RP20_CCG002131	RP20_CCG008646	7160.A0A182G3H6	7160.A0A182GER1	0	0	0	0	0	0.433	0	0.129	0.485
RP20_CCG002131	RP20_CCG015609	7160.A0A182G3H6	7160.A0A182GTQ3	0	0	0	0	0.173	0.431	0	0.258	0.620
RP20_CCG002131	RP20_CCG007000	7160.A0A182G3H6	7160.A0A182GBK3	0	0	0	0	0	0.391	0.556	0.124	0.742
RP20_CCG002131	RP20_CCG020338	7160.A0A182G3H6	7160.A0A182H2D7	0	0	0	0	0	0.129	0.595	0.488	0.803
RP20_CCG002131	RP20_CCG008643	7160.A0A182G3H6	7160.A0A182GEQ8	0	0	0	0	0	0.501	0.489	0.314	0.809
RP20_CCG002131	RP20_CCG024597	7160.A0A182G3H6	7160.A0A182H9C6	0	0	0	0	0.116	0.807	0.119	0.471	0.909
RP20_CCG002133	RP20_CCG007886	7160.A0A182G3H7	7160.A0A182GD72	0	0	0.470	0	0	0	0	0	0.470
RP20_CCG002156	RP20_CCG015609	7160.A0A182G3J1	7160.A0A182GTQ3	0	0	0	0	0.043	0	0	0.415	0.416
RP20_CCG002156	RP20_CCG023780	7160.A0A182G3J1	7160.A0A182H841	0	0	0	0	0	0.065	0	0.527	0.538
RP20_CCG002156	RP20_CCG010259	7160.A0A182G3J1	7160.A0A182GI06	0	0	0	0	0.042	0.117	0.133	0.527	0.606
RP20_CCG002230	RP20_CCG019046	7160.A0A182G3N4	7160.A0A182H044	0	0	0	0	0	0	0	0.587	0.587
RP20_CCG002233	RP20_CCG020338	7160.A0A182G3N7	7160.A0A182H2D7	0	0	0	0	0	0	0	0.447	0.447
RP20_CCG002318	RP20_CCG016583	7160.A0A182G3U2	7160.A0A182GVN2	0	0	0	0	0.043	0.140	0.320	0.055	0.400
RP20_CCG002728	RP20_CCG015915	7160.A0A182G4H0	7160.A0A182GUD0	0	0	0	0	0.043	0.264	0.211	0.071	0.414
RP20_CCG002759	RP20_CCG025494	7160.A0A182G4J4	7160.A0A023EPY3	0.078	0	0	0	0	0	0	0.420	0.442
RP20_CCG002759	RP20_CCG003196	7160.A0A182G4J4	7160.A0A182G573	0.054	0	0	0.562	0.249	0	0.203	0.070	0.402
RP20_CCG002759	RP20_CCG020921	7160.A0A182G4J4	7160.A0A182H3G2	0.043	0	0	0	0	0.145	0.193	0.210	0.408
RP20_CCG002759	RP20_CCG004255	7160.A0A182G4J4	7160.A0A182G6W1	0.056	0	0	0	0.205	0	0.283	0.101	0.451
RP20_CCG002759	RP20_CCG008617	7160.A0A182G4J4	7160.A0A182GEP3	0.056	0	0	0	0.205	0	0.283	0.260	0.548
RP20_CCG002759	RP20_CCG018290	7160.A0A182G4J4	7160.A0A182GYQ8	0.072	0	0	0	0.105	0.099	0.378	0.189	0.553
RP20_CCG002759	RP20_CCG019112	7160.A0A182G4J4	7160.A0A182H086	0.072	0	0	0	0.105	0.099	0.378	0.189	0.553
RP20_CCG002897	RP20_CCG006215	7160.A0A182G4R2	7160.A0A182GA81	0	0	0	0	0.043	0	0.907	0	0.908
RP20_CCG002897	RP20_CCG014045	7160.A0A182G4R2	7160.A0A182GQP1	0	0	0	0	0.043	0	0.909	0	0.909
RP20_CCG002936	RP20_CCG020998	7160.A0A182G4S7	7160.A0A182H3L7	0	0	0	0	0.070	0.382	0	0	0.400
RP20_CCG002936	RP20_CCG009705	7160.A0A182G4S7	7160.A0A182GGX6	0	0	0	0	0	0.556	0	0	0.556
RP20_CCG002937	RP20_CCG003697	7160.A0A182G4S8	7160.A0A023EIB6	0	0	0	0	0.084	0.101	0.110	0.299	0.417
RP20_CCG002937	RP20_CCG009300	7160.A0A182G4S8	7160.A0A182GG23	0	0	0	0	0	0	0	0.528	0.528
RP20_CCG002937	RP20_CCG004132	7160.A0A182G4S8	7160.A0A182G6N6	0	0	0	0	0	0	0.617	0.085	0.634
RP20_CCG002937	RP20_CCG013225	7160.A0A182G4S8	7160.A0A182GP17	0	0	0	0	0.042	0.204	0.218	0.528	0.680
RP20_CCG003006	RP20_CCG024102	7160.A0A182G4X0	7160.A0A182H8J7	0	0	0	0	0	0.344	0	0.628	0.745
RP20_CCG003196	RP20_CCG011899	7160.A0A182G573	7160.A0A182GLB9	0	0	0	0	0.042	0.407	0	0	0.407
RP20_CCG003196	RP20_CCG012306	7160.A0A182G573	7160.A0A182GM48	0	0	0	0	0	0.390	0.209	0.124	0.540
RP20_CCG003196	RP20_CCG008228	7160.A0A182G573	7160.A0A182GDW5	0	0	0	0	0.048	0	0	0.628	0.630
RP20_CCG003235	RP20_CCG003697	7160.A0A182G593	7160.A0A023EIB6	0	0	0	0	0	0.064	0.264	0.233	0.425
RP20_CCG003235	RP20_CCG023467	7160.A0A182G593	7160.A0A023EID3	0	0	0	0	0	0.082	0.592	0.122	0.642
RP20_CCG003235	RP20_CCG026399	7160.A0A182G593	7160.A0A023EJK9	0	0	0	0	0	0.142	0.581	0.564	0.829
RP20_CCG003235	RP20_CCG016099	7160.A0A182G593	7160.A0A182GUQ1	0	0	0	0	0.042	0.144	0.288	0.124	0.420
RP20_CCG003235	RP20_CCG020280	7160.A0A182G593	7160.A0A182H296	0	0	0	0	0	0.114	0	0.449	0.490
RP20_CCG003235	RP20_CCG014226	7160.A0A182G593	7160.A0A182GR17	0	0	0	0	0	0.624	0	0.433	0.777
RP20_CCG003245	RP20_CCG022981	7160.A0A182G598	7160.A0A182H6W8	0	0	0	0	0	0	0	0.449	0.449
RP20_CCG003245	RP20_CCG008767	7160.A0A182G598	7160.A0A182GEZ6	0	0	0	0	0	0	0	0.449	0.449
RP20_CCG003299	RP20_CCG010187	7160.A0A182G5B9	7160.A0A182GHU9	0	0	0	0	0.416	0	0	0.273	0.557
RP20_CCG003299	RP20_CCG013505	7160.A0A182G5B9	7160.A0A182GPM1	0	0	0	0	0.416	0	0	0.273	0.557
RP20_CCG003299	RP20_CCG023740	7160.A0A182G5B9	7160.A0A182H812	0	0	0	0	0.143	0.347	0	0.528	0.712
RP20_CCG003410	RP20_CCG023468	7160.A0A023EJQ3	7160.A0A182H7L6	0	0	0	0	0.042	0.537	0	0.382	0.701
RP20_CCG003480	RP20_CCG025494	7160.A0A182G5M6	7160.A0A023EPY3	0	0	0	0	0.205	0.126	0	0.270	0.448
RP20_CCG003480	RP20_CCG011874	7160.A0A182G5M6	7160.A0A023EQV8	0.049	0	0	0	0.350	0.220	0.285	0.166	0.660
RP20_CCG003480	RP20_CCG015580	7160.A0A182G5M6	7160.A0A182GTN3	0.046	0	0	0	0.143	0.185	0.216	0.094	0.440
RP20_CCG003480	RP20_CCG013225	7160.A0A182G5M6	7160.A0A182GP17	0.053	0	0	0	0.083	0.140	0.285	0.123	0.446
RP20_CCG003480	RP20_CCG007750	7160.A0A182G5M6	7160.A0A182GCX7	0.046	0	0	0	0.143	0.185	0.216	0.124	0.458
RP20_CCG003480	RP20_CCG023148	7160.A0A182G5M6	7160.A0A182H742	0.049	0	0	0	0.350	0.178	0.224	0.100	0.580
RP20_CCG003480	RP20_CCG023410	7160.A0A182G5M6	7160.A0A182H7I4	0	0	0	0	0.105	0.537	0	0.315	0.691
RP20_CCG003480	RP20_CCG021504	7160.A0A182G5M6	7160.A0A182H4G7	0.041	0	0	0	0.401	0.317	0.217	0.332	0.757
RP20_CCG003480	RP20_CCG003693	7160.A0A182G5M6	7160.A0A182G5Y8	0	0	0	0	0.042	0.619	0.419	0.269	0.824
RP20_CCG003480	RP20_CCG025714	7160.A0A182G5M6	7160.A0A182HB57	0	0	0.047	0.988	0	0	0.900	0	0.900
RP20_CCG003534	RP20_CCG003697	7160.A0A023EJP8	7160.A0A023EIB6	0	0	0	0	0.044	0	0.406	0.133	0.464
RP20_CCG003534	RP20_CCG016454	7160.A0A023EJP8	7160.A0A182GVG6	0	0	0	0	0	0	0.555	0.183	0.620
RP20_CCG003534	RP20_CCG012416	7160.A0A023EJP8	7160.A0A182GMC1	0	0	0	0	0	0	0.559	0.269	0.663
RP20_CCG003693	RP20_CCG025714	7160.A0A182G5Y8	7160.A0A182HB57	0	0	0	0	0.042	0.619	0.419	0.269	0.824
RP20_CCG003697	RP20_CCG021402	7160.A0A023EIB6	7160.A0A023EBS4	0	0	0	0	0	0.750	0	0.133	0.773
RP20_CCG003697	RP20_CCG013225	7160.A0A023EIB6	7160.A0A182GP17	0	0	0.099	0.773	0.128	0.139	0.175	0.094	0.402
RP20_CCG003697	RP20_CCG027878	7160.A0A023EIB6	7160.A0A182HEH2	0	0	0	0	0	0	0.392	0.135	0.451
RP20_CCG003697	RP20_CCG012611	7160.A0A023EIB6	7160.A0A182GMR2	0	0	0	0	0	0.419	0	0.152	0.486
RP20_CCG003697	RP20_CCG023467	7160.A0A023EIB6	7160.A0A023EID3	0	0	0	0	0.151	0.139	0.273	0.186	0.509
RP20_CCG003697	RP20_CCG016454	7160.A0A023EIB6	7160.A0A182GVG6	0	0	0	0	0	0.056	0.581	0.069	0.599
RP20_CCG003697	RP20_CCG012416	7160.A0A023EIB6	7160.A0A182GMC1	0	0	0	0	0.041	0.066	0.582	0.317	0.710
RP20_CCG003697	RP20_CCG026399	7160.A0A023EIB6	7160.A0A023EJK9	0	0	0.097	0.867	0.108	0.427	0.384	0.177	0.723
RP20_CCG003697	RP20_CCG015087	7160.A0A023EIB6	7160.A0A182GSS4	0	0	0	0	0	0.236	0.453	0.447	0.748
RP20_CCG003867	RP20_CCG018493	7160.A0A182G698	7160.A0A182GZ59	0	0	0	0	0	0	0	0.563	0.563
RP20_CCG003891	RP20_CCG006763	7160.A0A182G6A9	7160.A0A182GB50	0	0.097	0.472	0	0	0	0	0	0.503
RP20_CCG003981	RP20_CCG007886	7160.A0A182G6F8	7160.A0A182GD72	0	0	0	0	0.042	0.087	0.404	0	0.433
RP20_CCG003981	RP20_CCG012416	7160.A0A182G6F8	7160.A0A182GMC1	0	0	0	0	0	0	0.565	0.300	0.682
RP20_CCG004030	RP20_CCG010630	7160.A0A023ED66	7160.A0A182GIS9	0	0	0	0	0.169	0.334	0	0	0.422
RP20_CCG004030	RP20_CCG010133	7160.A0A023ED66	7160.A0A182GHS1	0	0	0	0	0.194	0.345	0.104	0.117	0.526
RP20_CCG004030	RP20_CCG017612	7160.A0A023ED66	7160.A0A182GXI4	0	0	0	0	0	0.543	0	0	0.543
RP20_CCG004030	RP20_CCG013219	7160.A0A023ED66	7160.A0A182GP12	0	0	0	0	0.044	0.569	0	0	0.570
RP20_CCG004030	RP20_CCG006265	7160.A0A023ED66	7160.A0A182GAB6	0	0	0	0	0.044	0.569	0	0	0.570
RP20_CCG004030	RP20_CCG009705	7160.A0A023ED66	7160.A0A182GGX6	0	0	0	0	0.119	0.622	0.096	0	0.672
RP20_CCG004030	RP20_CCG028035	7160.A0A023ED66	7160.A0A182HEN7	0	0	0	0	0.418	0.539	0	0.101	0.737
RP20_CCG004030	RP20_CCG024828	7160.A0A023ED66	7160.A0A182H9P7	0	0	0	0	0.568	0.622	0.381	0.209	0.909
