#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RP20_CCG011363	RP20_CCG024530	7160.A0A182GK76	7160.A0A182H991	0	0	0	0	0	0.099	0.062	0.357	0.409
RP20_CCG011816	RP20_CCG021176	7160.A0A182GL59	7160.A0A182H3V6	0	0.001	0.442	0	0	0	0	0	0.442
RP20_CCG011874	RP20_CCG020733	7160.A0A023EQV8	7160.A0A182H356	0	0	0	0	0.042	0.056	0.391	0	0.401
RP20_CCG011874	RP20_CCG027041	7160.A0A023EQV8	7160.A0A182HD84	0	0	0	0	0.055	0.320	0	0.261	0.483
RP20_CCG011874	RP20_CCG017609	7160.A0A023EQV8	7160.A0A182GXI3	0	0	0	0	0	0.134	0.519	0.123	0.602
RP20_CCG011874	RP20_CCG025714	7160.A0A023EQV8	7160.A0A182HB57	0.049	0	0	0	0.350	0.220	0.285	0.166	0.660
RP20_CCG011874	RP20_CCG024251	7160.A0A023EQV8	7160.A0A182H8T1	0	0	0	0	0	0.326	0.557	0.130	0.717
RP20_CCG011874	RP20_CCG021504	7160.A0A023EQV8	7160.A0A182H4G7	0.052	0.047	0.347	0	0.418	0.198	0.293	0.321	0.830
RP20_CCG011899	RP20_CCG025782	7160.A0A182GLB9	7160.A0A182HB86	0	0	0	0	0	0.426	0	0.059	0.436
RP20_CCG011899	RP20_CCG016583	7160.A0A182GLB9	7160.A0A182GVN2	0	0	0	0	0	0	0	0.628	0.628
RP20_CCG011899	RP20_CCG012306	7160.A0A182GLB9	7160.A0A182GM48	0	0	0	0	0	0.958	0	0	0.958
RP20_CCG011959	RP20_CCG020746	7160.A0A182GLF1	7160.A0A182H362	0.108	0	0	0	0	0.432	0.388	0.259	0.739
RP20_CCG012009	RP20_CCG015609	7160.A0A182GLJ0	7160.A0A182GTQ3	0	0	0	0	0	0.319	0.284	0.101	0.523
RP20_CCG012145	RP20_CCG014643	7160.A0A182GLU1	7160.A0A182GRU6	0	0	0	0	0.419	0.119	0	0	0.466
RP20_CCG012161	RP20_CCG014779	7160.A0A182GLV4	7160.A0A182GS49	0	0	0	0	0	0.071	0.097	0.435	0.484
RP20_CCG012161	RP20_CCG026423	7160.A0A182GLV4	7160.A0A182HC86	0	0	0	0	0	0.553	0	0.123	0.591
RP20_CCG012161	RP20_CCG023468	7160.A0A182GLV4	7160.A0A182H7L6	0	0	0	0	0.077	0.141	0.052	0.579	0.641
RP20_CCG012239	RP20_CCG022561	7160.A0A182GM03	7160.A0A182H681	0	0	0.400	0	0	0	0	0	0.400
RP20_CCG012239	RP20_CCG027114	7160.A0A182GM03	7160.A0A182HDC0	0	0.007	0.405	0	0	0	0	0	0.405
RP20_CCG012239	RP20_CCG015350	7160.A0A182GM03	7160.A0A182GT83	0	0	0.412	0	0	0	0	0	0.412
RP20_CCG012239	RP20_CCG021137	7160.A0A182GM03	7160.A0A182H3T1	0	0	0.424	0	0	0	0	0	0.424
RP20_CCG012281	RP20_CCG020002	7160.A0A182GM34	7160.A0A182H1S6	0	0	0	0	0.097	0.065	0.590	0	0.623
RP20_CCG012365	RP20_CCG025689	7160.A0A182GM87	7160.A0A182HB39	0	0	0.145	0.732	0	0	0.360	0	0.429
RP20_CCG012365	RP20_CCG022500	7160.A0A182GM87	7160.A0A182H637	0	0	0.161	0.682	0	0	0.360	0	0.440
RP20_CCG012365	RP20_CCG025029	7160.A0A182GM87	7160.A0A182HA07	0	0	0.190	0.671	0	0	0.360	0	0.459
RP20_CCG012416	RP20_CCG023467	7160.A0A182GMC1	7160.A0A023EID3	0	0	0	0	0.051	0.278	0.278	0.106	0.498
RP20_CCG012416	RP20_CCG013225	7160.A0A182GMC1	7160.A0A182GP17	0	0	0	0	0	0.278	0.278	0.129	0.506
RP20_CCG012416	RP20_CCG015087	7160.A0A182GMC1	7160.A0A182GSS4	0	0	0	0	0.418	0	0	0.534	0.717
RP20_CCG012416	RP20_CCG016454	7160.A0A182GMC1	7160.A0A182GVG6	0	0	0	0	0	0.875	0.736	0.577	0.984
RP20_CCG012454	RP20_CCG016093	7160.A0A182GMD7	7160.A0A023EKS2	0	0	0	0	0.163	0	0.646	0.135	0.721
RP20_CCG012454	RP20_CCG024597	7160.A0A182GMD7	7160.A0A182H9C6	0	0	0	0	0.375	0.053	0	0.178	0.470
RP20_CCG012454	RP20_CCG020979	7160.A0A182GMD7	7160.A0A182H3K3	0	0	0	0	0.181	0.084	0.491	0.273	0.685
RP20_CCG012454	RP20_CCG027115	7160.A0A182GMD7	7160.A0A182HDC1	0	0	0	0	0.068	0.076	0.640	0.233	0.730
RP20_CCG012679	RP20_CCG023968	7160.A0A182GMV2	7160.A0A182H8E2	0	0	0	0	0	0.066	0.582	0.156	0.641
RP20_CCG012705	RP20_CCG025049	7160.A0A182GMX7	7160.A0A182HA21	0	0	0	0	0.137	0	0	0.397	0.457
RP20_CCG012728	RP20_CCG020474	7160.A0A182GMZ4	7160.A0A182H2N1	0	0	0	0	0	0.057	0	0.490	0.498
RP20_CCG012769	RP20_CCG017036	7160.A0A182GN25	7160.A0A182GWG4	0	0	0.261	0	0.050	0	0.130	0.233	0.468
RP20_CCG012980	RP20_CCG021176	7160.A0A182GNJ3	7160.A0A182H3V6	0	0	0.444	0	0	0	0	0	0.444
RP20_CCG013127	RP20_CCG022352	7160.A0A182GNU5	7160.A0A182H5V2	0	0	0	0	0	0	0.900	0	0.900
RP20_CCG013178	RP20_CCG021176	7160.A0A182GNY6	7160.A0A182H3V6	0	0.001	0.466	0	0	0	0	0	0.466
RP20_CCG013178	RP20_CCG013663	7160.A0A182GNY6	7160.A0A182GPX9	0	0	0.467	0	0	0	0	0	0.467
RP20_CCG013219	RP20_CCG017612	7160.A0A182GP12	7160.A0A182GXI4	0.075	0	0	0	0.417	0	0	0.132	0.491
RP20_CCG013219	RP20_CCG021775	7160.A0A182GP12	7160.A0A182H4X0	0.069	0	0	0	0.242	0.380	0	0.064	0.535
RP20_CCG013219	RP20_CCG024828	7160.A0A182GP12	7160.A0A182H9P7	0.058	0	0	0	0.155	0.369	0	0.261	0.579
RP20_CCG013225	RP20_CCG025051	7160.A0A182GP17	7160.A0A182HA22	0	0	0	0	0	0.287	0.120	0.138	0.411
RP20_CCG013225	RP20_CCG016454	7160.A0A182GP17	7160.A0A182GVG6	0	0	0	0	0	0.153	0.299	0.128	0.437
RP20_CCG013225	RP20_CCG025714	7160.A0A182GP17	7160.A0A182HB57	0.053	0	0	0	0.083	0.140	0.285	0.123	0.446
RP20_CCG013225	RP20_CCG019875	7160.A0A182GP17	7160.A0A182H1J3	0	0	0	0	0.107	0.046	0.421	0.096	0.494
RP20_CCG013225	RP20_CCG022841	7160.A0A182GP17	7160.A0A182H6P5	0	0	0	0	0.052	0.238	0.424	0.260	0.650
RP20_CCG013225	RP20_CCG022906	7160.A0A182GP17	7160.A0A182H6T4	0	0	0	0	0.043	0.098	0.604	0.100	0.651
RP20_CCG013225	RP20_CCG027379	7160.A0A182GP17	7160.A0A182HDP9	0	0	0	0	0	0.806	0.122	0.101	0.833
RP20_CCG013278	RP20_CCG015609	7160.A0A182GP53	7160.A0A182GTQ3	0	0	0	0	0	0.319	0.284	0.101	0.523
RP20_CCG013415	RP20_CCG018204	7160.A0A182GPF1	7160.A0A182GYJ6	0	0	0	0	0.111	0.126	0	0.332	0.435
RP20_CCG013614	RP20_CCG020920	7160.A0A182GPU8	7160.A0A023EQE1	0	0	0	0	0.042	0.141	0.061	0.576	0.628
RP20_CCG013614	RP20_CCG022981	7160.A0A182GPU8	7160.A0A182H6W8	0	0	0	0	0.068	0.122	0	0.483	0.539
RP20_CCG013663	RP20_CCG021176	7160.A0A182GPX9	7160.A0A182H3V6	0	0.004	0.477	0	0	0	0	0	0.477
RP20_CCG014064	RP20_CCG023342	7160.A0A182GQQ4	7160.A0A182H7E8	0	0.008	0.448	0	0	0	0	0	0.448
RP20_CCG014226	RP20_CCG020280	7160.A0A182GR17	7160.A0A182H296	0	0	0	0	0	0.973	0	0.594	0.988
RP20_CCG014290	RP20_CCG020703	7160.A0A182GR75	7160.A0A182H338	0	0	0	0	0	0.099	0.443	0.148	0.535
RP20_CCG014290	RP20_CCG015869	7160.A0A182GR75	7160.A0A182GU89	0	0	0	0	0	0.544	0.387	0.242	0.769
RP20_CCG014302	RP20_CCG026368	7160.A0A182GR85	7160.A0A182HC61	0	0	0	0	0	0.472	0	0	0.472
RP20_CCG014756	RP20_CCG019046	7160.A0A023EQ67	7160.A0A182H044	0.048	0	0	0	0	0	0	0.451	0.455
RP20_CCG014779	RP20_CCG028181	7160.A0A182GS49	7160.A0A182HEW6	0	0	0	0	0	0.235	0.266	0.091	0.445
RP20_CCG014779	RP20_CCG018905	7160.A0A182GS49	7160.A0A182GZU3	0	0	0	0.853	0	0.322	0.336	0.094	0.556
RP20_CCG015087	RP20_CCG017612	7160.A0A182GSS4	7160.A0A182GXI4	0	0	0	0	0.417	0	0	0.265	0.553
RP20_CCG015087	RP20_CCG021504	7160.A0A182GSS4	7160.A0A182H4G7	0	0	0	0	0.382	0.065	0	0.527	0.702
RP20_CCG015350	RP20_CCG015806	7160.A0A182GT83	7160.A0A182HEI5	0	0.003	0.422	0	0	0	0	0	0.422
RP20_CCG015350	RP20_CCG027114	7160.A0A182GT83	7160.A0A182HDC0	0	0.001	0.502	0	0	0	0	0	0.502
RP20_CCG015568	RP20_CCG026399	7160.A0A182GTM7	7160.A0A023EJK9	0	0	0	0	0	0.120	0.250	0.310	0.504
RP20_CCG015580	RP20_CCG025714	7160.A0A182GTN3	7160.A0A182HB57	0.046	0	0	0	0.143	0.185	0.216	0.094	0.440
RP20_CCG015580	RP20_CCG016191	7160.A0A182GTN3	7160.A0A182GUX7	0	0	0	0	0.049	0.141	0.446	0.061	0.518
RP20_CCG015580	RP20_CCG026289	7160.A0A182GTN3	7160.A0A182HC20	0	0	0	0	0	0.139	0.573	0	0.616
RP20_CCG015580	RP20_CCG025859	7160.A0A182GTN3	7160.A0A182HBD0	0	0	0	0	0.239	0.337	0.805	0.101	0.899
RP20_CCG015609	RP20_CCG017609	7160.A0A182GTQ3	7160.A0A182GXI3	0	0	0	0	0.169	0.043	0.120	0.261	0.413
RP20_CCG015609	RP20_CCG020921	7160.A0A182GTQ3	7160.A0A182H3G2	0	0	0	0	0	0.328	0	0.194	0.435
RP20_CCG015609	RP20_CCG016583	7160.A0A182GTQ3	7160.A0A182GVN2	0	0	0	0	0	0	0	0.527	0.527
RP20_CCG015609	RP20_CCG024490	7160.A0A182GTQ3	7160.A0A182H959	0	0	0	0	0	0.330	0.396	0.070	0.590
RP20_CCG015806	RP20_CCG020989	7160.A0A182HEI5	7160.A0A182H3K8	0	0.020	0.403	0	0	0	0	0	0.403
RP20_CCG015806	RP20_CCG021137	7160.A0A182HEI5	7160.A0A182H3T1	0	0.003	0.410	0	0	0	0	0	0.410
RP20_CCG015869	RP20_CCG020703	7160.A0A182GU89	7160.A0A182H338	0	0	0	0	0	0.141	0	0.349	0.416
RP20_CCG015869	RP20_CCG017609	7160.A0A182GU89	7160.A0A182GXI3	0	0	0	0	0.068	0.323	0.119	0.505	0.688
RP20_CCG015869	RP20_CCG024251	7160.A0A182GU89	7160.A0A182H8T1	0	0	0	0	0	0.542	0.325	0.390	0.794
RP20_CCG016021	RP20_CCG016202	7160.A0A182GUJ6	7160.A0A182GUY8	0	0	0	0	0.048	0.504	0.216	0.170	0.651
RP20_CCG016093	RP20_CCG021138	7160.A0A023EKS2	7160.A0A182H3T2	0	0	0	0	0	0.307	0	0.260	0.465
RP20_CCG016093	RP20_CCG020979	7160.A0A023EKS2	7160.A0A182H3K3	0	0	0	0	0.159	0.806	0.954	0.420	0.995
RP20_CCG016160	RP20_CCG016191	7160.A0A182GUV3	7160.A0A182GUX7	0	0	0	0	0	0.331	0	0.195	0.438
RP20_CCG016160	RP20_CCG021775	7160.A0A182GUV3	7160.A0A182H4X0	0	0	0	0	0	0.362	0.081	0.137	0.449
RP20_CCG016160	RP20_CCG025859	7160.A0A182GUV3	7160.A0A182HBD0	0	0	0	0	0	0.806	0	0.236	0.845
RP20_CCG016191	RP20_CCG017656	7160.A0A182GUX7	7160.A0A182GXK9	0	0	0	0	0.065	0.093	0.380	0.193	0.518
RP20_CCG016191	RP20_CCG018988	7160.A0A182GUX7	7160.A0A182H006	0	0	0	0	0.245	0.427	0	0	0.548
RP20_CCG016191	RP20_CCG026289	7160.A0A182GUX7	7160.A0A182HC20	0	0.015	0	0	0.105	0.139	0.404	0.156	0.560
RP20_CCG016191	RP20_CCG025859	7160.A0A182GUX7	7160.A0A182HBD0	0	0	0	0	0.088	0.804	0.551	0.299	0.936
RP20_CCG016238	RP20_CCG025494	7160.A0A182GV15	7160.A0A023EPY3	0.044	0	0	0	0	0	0	0.482	0.483
RP20_CCG016238	RP20_CCG028043	7160.A0A182GV15	7160.A0A182HEP5	0.110	0	0	0	0.225	0.104	0	0.271	0.489
RP20_CCG016238	RP20_CCG024828	7160.A0A182GV15	7160.A0A182H9P7	0.045	0	0	0	0.205	0.119	0	0.490	0.613
RP20_CCG016301	RP20_CCG020733	7160.A0A182GV54	7160.A0A182H356	0	0	0	0	0	0.140	0.312	0.137	0.444
RP20_CCG016448	RP20_CCG026423	7160.A0A182GVG0	7160.A0A182HC86	0	0	0	0	0	0	0	0.450	0.450
RP20_CCG016454	RP20_CCG023467	7160.A0A182GVG6	7160.A0A023EID3	0	0	0	0	0.068	0.189	0.273	0.532	0.708
RP20_CCG016546	RP20_CCG024530	7160.A0A182GVL4	7160.A0A182H991	0	0	0	0	0	0.099	0.062	0.357	0.409
RP20_CCG017400	RP20_CCG026764	7160.A0A182GX42	7160.A0A182HCT5	0	0	0	0	0	0.190	0.287	0.087	0.426
RP20_CCG017400	RP20_CCG024488	7160.A0A182GX42	7160.A0A182H958	0	0	0	0	0	0.427	0.287	0.422	0.743
RP20_CCG017609	RP20_CCG020733	7160.A0A182GXI3	7160.A0A182H356	0	0	0	0	0	0	0.449	0.059	0.459
RP20_CCG017609	RP20_CCG024251	7160.A0A182GXI3	7160.A0A182H8T1	0	0	0	0	0	0.894	0.734	0.536	0.985
RP20_CCG017612	RP20_CCG021775	7160.A0A182GXI4	7160.A0A182H4X0	0.055	0	0	0	0.174	0.345	0	0	0.444
RP20_CCG017612	RP20_CCG024828	7160.A0A182GXI4	7160.A0A182H9P7	0	0	0	0	0.061	0.390	0	0.148	0.469
RP20_CCG017612	RP20_CCG021504	7160.A0A182GXI4	7160.A0A182H4G7	0.046	0	0	0	0.251	0.239	0	0.303	0.570
RP20_CCG017656	RP20_CCG025859	7160.A0A182GXK9	7160.A0A182HBD0	0	0	0	0	0	0.104	0.558	0	0.587
RP20_CCG017904	RP20_CCG024251	7160.A0A182GY18	7160.A0A182H8T1	0	0	0	0	0	0.321	0.264	0.096	0.508
RP20_CCG018455	RP20_CCG021402	7160.A0A182GZ34	7160.A0A023EBS4	0	0	0	0	0	0.531	0	0.068	0.544
RP20_CCG018988	RP20_CCG022878	7160.A0A182H006	7160.A0A182H6R2	0	0	0	0	0.471	0	0	0.060	0.481
RP20_CCG019399	RP20_CCG022170	7160.A0A182H0R7	7160.A0A182H5J7	0	0	0	0	0.070	0	0	0.447	0.463
RP20_CCG019480	RP20_CCG024561	7160.A0A182H0X1	7160.A0A182H9A7	0	0	0	0	0.042	0.412	0	0.180	0.497
RP20_CCG020002	RP20_CCG021775	7160.A0A182H1S6	7160.A0A182H4X0	0	0	0	0	0.122	0.328	0.211	0.049	0.498
RP20_CCG020338	RP20_CCG024597	7160.A0A182H2D7	7160.A0A182H9C6	0	0	0	0	0.068	0.049	0.858	0.129	0.875
RP20_CCG020474	RP20_CCG025494	7160.A0A182H2N1	7160.A0A023EPY3	0.164	0	0	0	0	0.071	0	0.489	0.568
RP20_CCG020474	RP20_CCG024828	7160.A0A182H2N1	7160.A0A182H9P7	0.047	0	0	0	0.137	0	0.279	0.183	0.450
RP20_CCG020474	RP20_CCG027115	7160.A0A182H2N1	7160.A0A182HDC1	0	0	0	0	0.042	0.058	0	0.454	0.464
RP20_CCG020703	RP20_CCG026399	7160.A0A182H338	7160.A0A023EJK9	0	0	0	0	0	0	0	0.574	0.574
RP20_CCG020703	RP20_CCG020920	7160.A0A182H338	7160.A0A023EQE1	0	0	0	0	0.204	0	0.421	0.179	0.588
RP20_CCG020703	RP20_CCG026368	7160.A0A182H338	7160.A0A182HC61	0	0	0	0	0.045	0	0	0.628	0.629
RP20_CCG020703	RP20_CCG023468	7160.A0A182H338	7160.A0A182H7L6	0	0	0	0	0.360	0.419	0.502	0.504	0.895
RP20_CCG020733	RP20_CCG022981	7160.A0A182H356	7160.A0A182H6W8	0	0	0	0	0	0.477	0.396	0.233	0.736
RP20_CCG020733	RP20_CCG025782	7160.A0A182H356	7160.A0A182HB86	0	0	0	0	0	0.057	0.577	0.398	0.738
RP20_CCG020746	RP20_CCG020921	7160.A0A182H362	7160.A0A182H3G2	0.108	0	0	0	0.075	0	0.450	0.048	0.510
RP20_CCG020920	RP20_CCG027115	7160.A0A023EQE1	7160.A0A182HDC1	0	0	0	0	0	0.425	0	0.068	0.441
RP20_CCG020920	RP20_CCG026212	7160.A0A023EQE1	7160.A0A182HBY3	0	0	0	0	0.042	0.330	0	0.261	0.484
RP20_CCG020920	RP20_CCG024561	7160.A0A023EQE1	7160.A0A182H9A7	0	0	0	0	0.042	0.543	0.294	0.490	0.821
RP20_CCG020979	RP20_CCG021138	7160.A0A182H3K3	7160.A0A182H3T2	0	0	0	0	0	0.540	0	0.242	0.636
RP20_CCG020979	RP20_CCG027115	7160.A0A182H3K3	7160.A0A182HDC1	0	0	0	0	0	0	0.559	0.260	0.659
RP20_CCG020989	RP20_CCG021137	7160.A0A182H3K8	7160.A0A182H3T1	0	0.034	0.405	0	0	0	0	0	0.405
RP20_CCG020989	RP20_CCG022561	7160.A0A182H3K8	7160.A0A182H681	0	0	0.409	0	0	0	0	0	0.409
RP20_CCG020989	RP20_CCG027114	7160.A0A182H3K8	7160.A0A182HDC0	0	0.029	0.448	0	0	0	0	0	0.448
RP20_CCG021137	RP20_CCG027114	7160.A0A182H3T1	7160.A0A182HDC0	0	0.001	0.496	0	0	0	0	0	0.496
RP20_CCG021176	RP20_CCG024628	7160.A0A182H3V6	7160.A0A182H9E6	0	0	0.402	0	0	0	0	0	0.402
RP20_CCG021176	RP20_CCG025013	7160.A0A182H3V6	7160.A0A182H9Z6	0	0.001	0.440	0	0	0	0	0	0.440
RP20_CCG021504	RP20_CCG025494	7160.A0A182H4G7	7160.A0A023EPY3	0.071	0	0	0	0.050	0.141	0.120	0.582	0.670
RP20_CCG021504	RP20_CCG028043	7160.A0A182H4G7	7160.A0A182HEP5	0.056	0	0	0	0.044	0.078	0	0.400	0.433
RP20_CCG021504	RP20_CCG023148	7160.A0A182H4G7	7160.A0A182H742	0.052	0	0.217	0	0.337	0.198	0.293	0.183	0.718
RP20_CCG021504	RP20_CCG027041	7160.A0A182H4G7	7160.A0A182HD84	0	0	0	0	0	0.350	0.575	0.128	0.738
RP20_CCG021504	RP20_CCG025714	7160.A0A182H4G7	7160.A0A182HB57	0.041	0	0	0	0.401	0.317	0.217	0.332	0.757
RP20_CCG021504	RP20_CCG025481	7160.A0A182H4G7	7160.A0A182HAT0	0.042	0	0	0	0.611	0.362	0.300	0.260	0.854
RP20_CCG021775	RP20_CCG025494	7160.A0A182H4X0	7160.A0A023EPY3	0	0	0	0	0.107	0.241	0	0.269	0.461
RP20_CCG021775	RP20_CCG028035	7160.A0A182H4X0	7160.A0A182HEN7	0	0	0	0	0.365	0.339	0.176	0.048	0.626
RP20_CCG021775	RP20_CCG024828	7160.A0A182H4X0	7160.A0A182H9P7	0.078	0	0	0	0.337	0.428	0.288	0	0.717
RP20_CCG021891	RP20_CCG022981	7160.A0A182H540	7160.A0A182H6W8	0	0	0	0	0	0.081	0.389	0.097	0.448
RP20_CCG021891	RP20_CCG027786	7160.A0A182H540	7160.A0A182HEB8	0	0	0	0	0	0.133	0.359	0.233	0.536
RP20_CCG022027	RP20_CCG027396	7160.A0A182H5B7	7160.A0A182HDQ7	0	0	0	0	0	0	0	0.446	0.446
RP20_CCG022027	RP20_CCG025049	7160.A0A182H5B7	7160.A0A182HA21	0	0	0	0	0.042	0	0	0.452	0.452
RP20_CCG022500	RP20_CCG025029	7160.A0A182H637	7160.A0A182HA07	0	0	0.162	0.696	0	0	0.360	0	0.441
RP20_CCG022841	RP20_CCG023467	7160.A0A182H6P5	7160.A0A023EID3	0	0	0	0	0	0.319	0.174	0.233	0.530
RP20_CCG022841	RP20_CCG026399	7160.A0A182H6P5	7160.A0A023EJK9	0	0	0	0	0	0.318	0	0.157	0.400
RP20_CCG022918	RP20_CCG023468	7160.A0A182H6T8	7160.A0A182H7L6	0	0	0	0	0	0.200	0	0.303	0.418
RP20_CCG023148	RP20_CCG024251	7160.A0A182H742	7160.A0A182H8T1	0	0	0	0	0	0.165	0.351	0.056	0.443
RP20_CCG023148	RP20_CCG025714	7160.A0A182H742	7160.A0A182HB57	0.049	0	0	0	0.350	0.178	0.224	0.100	0.580
RP20_CCG023342	RP20_CCG027228	7160.A0A182H7E8	7160.A0A182HDI8	0	0.008	0.437	0	0	0	0	0	0.437
RP20_CCG023410	RP20_CCG027041	7160.A0A182H7I4	7160.A0A182HD84	0	0	0	0	0	0	0	0.484	0.483
RP20_CCG023410	RP20_CCG025714	7160.A0A182H7I4	7160.A0A182HB57	0	0	0	0	0.105	0.537	0	0.315	0.691
RP20_CCG023467	RP20_CCG026399	7160.A0A023EID3	7160.A0A023EJK9	0	0	0	0	0.069	0.598	0.591	0.528	0.918
RP20_CCG024251	RP20_CCG027723	7160.A0A182H8T1	7160.A0A182HE88	0	0	0	0	0	0.321	0.264	0.096	0.508
RP20_CCG024597	RP20_CCG025859	7160.A0A182H9C6	7160.A0A182HBD0	0	0	0	0	0.411	0	0	0	0.410
RP20_CCG024828	RP20_CCG028035	7160.A0A182H9P7	7160.A0A182HEN7	0	0	0	0	0.225	0.339	0.221	0.058	0.573
RP20_CCG025029	RP20_CCG025689	7160.A0A182HA07	7160.A0A182HB39	0	0	0.154	0.713	0	0	0.360	0	0.435
RP20_CCG025494	RP20_CCG025714	7160.A0A023EPY3	7160.A0A182HB57	0	0	0	0	0.205	0.126	0	0.270	0.448
RP20_CCG025494	RP20_CCG028043	7160.A0A023EPY3	7160.A0A182HEP5	0.059	0	0	0	0.143	0	0	0.396	0.470
RP20_CCG025859	RP20_CCG026289	7160.A0A182HBD0	7160.A0A182HC20	0	0	0	0	0.098	0.476	0.591	0.302	0.847
RP20_CCG026368	RP20_CCG026399	7160.A0A182HC61	7160.A0A023EJK9	0	0	0	0	0	0.098	0	0.574	0.599
RP20_CCG027114	RP20_CCG027595	7160.A0A182HDC0	7160.A0A182HE13	0	0.017	0.429	0	0	0	0	0	0.429
